,S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4480,4480,Hyundai Xcent 1.1,Jaipur,2014,65000,Diesel,Manual,First,24,1120,71,5,6
4481,4481,Skoda Superb Style,Mumbai,2015,19000,Diesel,Automatic,First,18,1968,174,5,16
4482,4482,Ford Fiesta 1.4,Pune,2008,74000,Petrol,Manual,Second,16,1388,68,5,2
4483,4483,Maruti Baleno Zeta,Pune,2017,33000,Petrol,Automatic,First,21,1197,83,5,7
4484,4484,Skoda Laura 1.9,Mumbai,2010,95000,Diesel,Manual,Second,17,1896,105,5,3
4485,4485,Volkswagen Vento 1.5,Kolkata,2012,34000,Diesel,Manual,First,20,1498,108,5,3
4486,4486,Audi Q7 3.0,Coimbatore,2014,102865,Diesel,Automatic,First,12,2967,241,7,30
4487,4487,Hyundai Verna VTVT,Kochi,2016,52378,Petrol,Manual,First,17,1591,121,5,8
4488,4488,Mercedes-Benz New C-Class,Delhi,2012,38000,Diesel,Automatic,First,14,2143,170,5,14
4489,4489,Honda Amaze S,Kochi,2015,60334,Diesel,Manual,First,25,1498,98,5,5
4490,4490,Ford Fiesta 1.4,Chennai,2010,107000,Petrol,Manual,First,16,1388,68,5,3
4491,4491,Hyundai i20 Magna,Bangalore,2013,445000,Petrol,Manual,First,18,1197,82,5,4
4492,4492,Maruti Alto 800,Kolkata,2017,2196,Petrol,Manual,First,22,796,47,5,3
4493,4493,BMW 5 Series,Kolkata,2010,24000,Petrol,Automatic,First,10,2996,258,5,9
4494,4494,Fiat Grande Punto,Coimbatore,2015,44846,Petrol,Manual,Second,14,1368,88,5,5
4495,4495,Maruti Dzire AMT,Kochi,2018,64035,Diesel,Automatic,First,28,1248,73,5,9
4496,4496,Mahindra XUV500 W6,Mumbai,2014,45600,Diesel,Manual,First,15,2179,140,7,8
4497,4497,Volvo XC90 2007-2015,Kochi,2014,102001,Diesel,Automatic,First,11,2400,200,7,24
4498,4498,Hyundai i10 Sportz,Coimbatore,2014,47439,Petrol,Manual,First,20,1197,78,5,4
4499,4499,Toyota Fortuner 3.0,Hyderabad,2010,193254,Diesel,Manual,First,11,2982,171,7,13
4500,4500,Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,First,21,624,37,4,3
4501,4501,Renault Lodgy 110PS,Coimbatore,2016,51681,Diesel,Manual,First,19,1461,108,8,8
4502,4502,Audi Q7 3.0,Hyderabad,2015,50000,Diesel,Automatic,First,12,2967,241,7,48
4503,4503,Honda City i,Mumbai,2016,42666,Petrol,Automatic,First,18,1497,117,5,9
4504,4504,Renault Duster 110PS,Jaipur,2013,65000,Diesel,Manual,Second,19,1461,108,5,6
4505,4505,Honda Amaze S,Jaipur,2014,18776,Petrol,Manual,First,17,1198,86,5,5
4506,4506,Honda Amaze S,Jaipur,2016,6714,Petrol,Manual,First,18,1198,86,5,5
4507,4507,BMW 3 Series,Pune,2009,40000,Petrol,Automatic,Second,12,1995,154,5,10
4508,4508,Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,First,23,1248,73,5,4
4509,4509,Honda City 1.5,Delhi,2012,65055,Petrol,Manual,Second,17,1497,118,5,4
4510,4510,BMW 3 Series,Mumbai,2014,23000,Diesel,Automatic,First,18,1995,184,5,20
4511,4511,Volkswagen Jetta 2007-2011,Chennai,2009,60000,Diesel,Manual,First,15,1896,105,5,4
4512,4512,Maruti Swift Dzire,Kochi,2013,59350,Petrol,Manual,First,19,1197,85,5,4
4513,4513,Jaguar XF 2.2,Bangalore,2015,19000,Diesel,Automatic,Second,16,2179,187,5,38
4514,4514,Hyundai Xcent 1.2,Kochi,2016,45560,Petrol,Automatic,First,16,1197,82,5,6
4515,4515,Toyota Innova 2.5,Pune,2009,118000,Diesel,Manual,First,12,2494,102,8,4
4516,4516,Maruti Eeco 7,Chennai,2016,55000,Petrol,Manual,First,15,1196,73,7,4
4517,4517,Audi A4 New,Delhi,2012,60000,Diesel,Automatic,Second,15,1968,140,5,10
4518,4518,Toyota Innova 2.5,Chennai,2007,145000,Diesel,Manual,First,12,2494,102,8,5
4519,4519,Maruti Grand Vitara,Mumbai,2008,46810,Petrol,Manual,First,9,1995,163,5,4
4520,4520,Volkswagen Vento 1.5,Coimbatore,2016,62767,Diesel,Manual,First,20,1498,103,5,10
4521,4521,Hyundai Elite i20,Kochi,2018,18553,Petrol,Manual,First,18,1197,81,5,8
4522,4522,Ford Fiesta Classic,Hyderabad,2011,143143,Diesel,Manual,First,17,1399,67,5,2
4523,4523,Mitsubishi Pajero Sport,Coimbatore,2015,53497,Diesel,Manual,First,13,2477,175,7,16
4524,4524,Hyundai Santa Fe,Bangalore,2011,148000,Diesel,Manual,Second,14,2199,194,7,9
4525,4525,Mahindra XUV500 W8,Pune,2012,95000,Diesel,Manual,First,15,2179,140,7,7
4526,4526,Toyota Innova 2.5,Chennai,2015,100000,Diesel,Manual,First,12,2494,102,8,14
4527,4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11,2987,254,5,65
4528,4528,Mahindra Scorpio 2009-2014,Bangalore,2014,87000,Diesel,Manual,First,12,2179,120,7,7
4529,4529,Honda City 1.5,Kochi,2014,56838,Petrol,Automatic,First,16,1497,118,5,5
4530,4530,Mercedes-Benz GL-Class 2007,Pune,2013,100000,Diesel,Automatic,First,12,2987,224,7,32
4531,4531,Honda City 1.5,Kolkata,2011,125000,Petrol,Manual,First,17,1497,118,5,3
4532,4532,Maruti Wagon R,Kolkata,2017,17000,Petrol,Automatic,First,22,998,67,5,4
4533,4533,Tata Indigo eCS,Pune,2013,70000,Petrol,Manual,Second,15,1193,65,5,2
4534,4534,Hyundai i20 2015-2017,Pune,2010,50000,Petrol,Manual,Second,17,1197,80,5,3
4535,4535,Honda Jazz Active,Kolkata,2010,39800,Petrol,Manual,First,16,1198,90,5,2
4536,4536,Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,19,998,66,5,1
4537,4537,BMW 3 Series,Hyderabad,2009,58000,Diesel,Automatic,First,16,1995,181,5,14
4538,4538,Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,17,1968,138,5,7
4539,4539,Nissan Terrano XV,Hyderabad,2013,85000,Diesel,Manual,First,19,1461,108,5,8
4540,4540,Volkswagen Polo Diesel,Pune,2010,84000,Diesel,Manual,Second,22,1199,73,5,3
4541,4541,BMW 3 Series,Mumbai,2011,51000,Diesel,Automatic,First,22,1995,190,5,10
4542,4542,Nissan Sunny 2011-2014,Kochi,2013,68880,Petrol,Manual,First,16,1498,97,5,4
4543,4543,Maruti Alto K10,Chennai,2017,5500,Petrol,Automatic,First,24,998,67,5,4
4544,4544,Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,First,21,1197,85,5,6
4545,4545,Audi Q5 30,Coimbatore,2016,47293,Diesel,Automatic,First,14,1968,174,5,39
4546,4546,Hyundai Verna CRDi,Hyderabad,2013,79663,Diesel,Manual,First,16,1493,110,5,6
4547,4547,Honda Amaze S,Jaipur,2013,63000,Diesel,Manual,Second,25,1498,98,5,4
4548,4548,Honda City i,Kolkata,2014,45000,Diesel,Manual,First,26,1498,98,5,5
4549,4549,Toyota Fortuner TRD,Kochi,2014,56501,Diesel,Automatic,First,12,2755,174,7,18
4550,4550,Volkswagen Vento 1.5,Jaipur,2015,58000,Diesel,Manual,First,20,1498,103,5,6
4551,4551,BMW 5 Series,Coimbatore,2011,51602,Diesel,Automatic,First,22,1995,190,5,17
4552,4552,BMW 3 Series,Hyderabad,2007,74199,Diesel,Automatic,First,16,1995,181,5,9
4553,4553,Hyundai Creta 1.6,Ahmedabad,2017,25000,Petrol,Automatic,First,13,1591,121,5,13
4554,4554,BMW 3 Series,Pune,2016,70000,Diesel,Automatic,Second,21,1995,190,5,27
4555,4555,Mercedes-Benz New C-Class,Bangalore,2013,25000,Diesel,Automatic,Second,14,2143,167,5,21
4556,4556,Maruti Swift Dzire,Hyderabad,2017,22000,Diesel,Manual,First,26,1248,74,5,8
4557,4557,Maruti Celerio ZXI,Hyderabad,2015,47020,Petrol,Manual,Second,23,998,67,5,4
4558,4558,BMW 3 Series,Mumbai,2017,8000,Diesel,Automatic,First,19,1995,187,5,34
4559,4559,Audi Q7 4.2,Delhi,2010,73000,Diesel,Automatic,First,11,4134,335,7,18
4560,4560,Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,18,1199,88,5,7
4561,4561,Tata Nano Cx,Coimbatore,2014,42083,Petrol,Manual,First,25,624,37,4,2
4562,4562,Maruti Alto 800,Chennai,2016,61000,Petrol,Manual,First,24,796,47,5,3
4563,4563,Maruti Wagon R,Mumbai,2014,43628,Petrol,Manual,First,22,998,67,5,3
4564,4564,Hyundai Xcent 1.1,Jaipur,2014,60000,Diesel,Manual,First,24,1120,71,5,4
4565,4565,Chevrolet Beat LT,Delhi,2010,54000,Petrol,Manual,Second,17,1199,76,5,2
4566,4566,Jaguar XF 2.2,Kochi,2015,27001,Diesel,Automatic,First,16,2179,187,5,27
4567,4567,Volkswagen Passat Diesel,Chennai,2010,52000,Diesel,Automatic,First,18,1968,167,5,9
4568,4568,Hyundai i20 Asta,Hyderabad,2012,80000,Diesel,Manual,First,21,1396,88,5,4
4569,4569,Mitsubishi Pajero 2.8,Chennai,2008,160000,Diesel,Manual,First,10,2835,107,6,9
4570,4570,Maruti Vitara Brezza,Chennai,2018,3300,Diesel,Automatic,First,24,1248,88,5,12
4571,4571,Maruti Alto K10,Delhi,2016,35027,Petrol,Manual,First,24,998,67,5,3
4572,4572,Hyundai EON Magna,Coimbatore,2015,26568,Petrol,Manual,First,21,814,55,5,4
4573,4573,Maruti Ciaz VDi,Ahmedabad,2015,59000,Diesel,Manual,First,28,1248,88,5,6
4574,4574,Hyundai Creta 1.6,Bangalore,2016,51000,Diesel,Manual,First,19,1582,126,5,13
4575,4575,Skoda Superb Ambition,Delhi,2012,56400,Diesel,Automatic,First,17,1968,138,5,8
4576,4576,Volkswagen Polo 1.5,Hyderabad,2015,80000,Diesel,Manual,First,20,1498,88,5,6
4578,4578,Toyota Innova 2.5,Hyderabad,2013,107000,Diesel,Manual,Second,12,2494,100,7,14
4579,4579,Mercedes-Benz E-Class 2009-2013,Pune,2014,100000,Diesel,Automatic,First,14,2143,203,5,25
4580,4580,Volkswagen Polo 1.5,Kochi,2016,59998,Diesel,Manual,First,20,1498,88,5,5
4581,4581,Audi Q3 2.0,Hyderabad,2013,105000,Diesel,Automatic,First,17,1968,150,5,19
4582,4582,Hyundai i20 1.2,Kolkata,2011,36000,Petrol,Manual,First,18,1197,80,5,2
4583,4583,Hyundai i10 Sportz,Kolkata,2015,24350,Petrol,Manual,Second,19,1086,68,5,3
4584,4584,Tata Tigor 1.05,Kochi,2018,28973,Diesel,Manual,First,24,1047,69,5,7
4585,4585,Hyundai EON Era,Kochi,2017,8243,Petrol,Manual,First,21,814,55,5,3
4586,4586,Hyundai Santro Xing,Chennai,2009,136642,Petrol,Manual,Second,17,1086,62,5,2
4587,4587,Hyundai Santro Xing,Hyderabad,2011,60000,Petrol,Manual,First,17,1086,62,5,3
4588,4588,Mahindra Scorpio SLX,Chennai,2008,100000,Diesel,Manual,Second,12,2609,120,8,4
4589,4589,Honda City i-VTEC,Jaipur,2010,48689,Petrol,Manual,First,17,1497,117,5,4
4590,4590,Maruti Vitara Brezza,Bangalore,2017,45000,Diesel,Manual,First,24,1248,88,5,10
4591,4591,Audi A4 35,Kochi,2019,38163,Diesel,Automatic,First,17,1968,174,5,33
4592,4592,Mercedes-Benz E-Class 2009-2013,Chennai,2011,43800,Diesel,Automatic,Second,14,2143,203,5,17
4593,4593,Honda Civic 2006-2010,Jaipur,2007,92000,Petrol,Manual,First,13,1799,130,5,2
4594,4594,Hyundai i20 Magna,Kochi,2017,14064,Petrol,Manual,First,18,1197,81,5,7
4595,4595,Audi Q3 35,Coimbatore,2017,42366,Diesel,Automatic,First,15,1968,174,5,32
4596,4596,Honda City i,Jaipur,2014,76551,Diesel,Manual,First,25,1498,98,5,7
4597,4597,Hyundai i10 Era,Pune,2008,72672,Petrol,Manual,First,19,1086,68,5,2
4598,4598,Maruti Swift VDI,Kolkata,2015,45000,Diesel,Manual,First,25,1248,74,5,4
4599,4599,Ford Endeavour 3.0L,Hyderabad,2012,91696,Diesel,Automatic,First,11,2953,153,7,9
4600,4600,Ford Ikon 1.3,Kochi,2009,66484,Petrol,Manual,First,13,1299,70,5,2
4601,4601,BMW X1 sDrive,Coimbatore,2019,15456,Diesel,Automatic,First,20,1995,190,5,37
4602,4602,Mercedes-Benz E-Class 2009-2013,Mumbai,2011,55000,Diesel,Automatic,Second,14,2143,203,5,16
4603,4603,Maruti Eeco 5,Kochi,2019,21112,CNG,Manual,First,15,1196,73,5,5
4605,4605,Honda Amaze S,Ahmedabad,2014,61297,Diesel,Manual,First,25,1498,98,5,4
4606,4606,Maruti Zen LXi,Hyderabad,2006,80000,Petrol,Manual,Second,17,993,60,5,1
4607,4607,Hyundai i20 Magna,Jaipur,2013,59000,Petrol,Manual,Second,18,1197,80,5,4
4608,4608,BMW X5 3.0d,Chennai,2009,150000,Diesel,Automatic,First,11,2993,235,5,19
4609,4609,Hyundai Creta 1.6,Coimbatore,2017,60083,Diesel,Manual,First,19,1582,126,5,14
4610,4610,Maruti Swift Dzire,Kolkata,2016,85450,Diesel,Manual,First,26,1248,74,5,4
4611,4611,Maruti Swift VDI,Jaipur,2013,88000,Diesel,Manual,First,22,1248,74,5,4
4612,4612,Hyundai Grand i10,Kochi,2015,81828,Diesel,Manual,First,24,1186,73,5,5
4613,4613,Ford Figo Aspire,Mumbai,2016,18000,Petrol,Manual,First,18,1196,86,5,5
4614,4614,BMW X5 X5,Chennai,2017,15000,Diesel,Automatic,First,15,2993,258,5,70
4615,4615,Mercedes-Benz New C-Class,Kolkata,2016,34000,Diesel,Automatic,First,11,2143,167,5,26
4616,4616,Hyundai Grand i10,Ahmedabad,2015,46000,Petrol,Automatic,First,18,1197,82,5,5
4617,4617,Hyundai Verna 1.6,Hyderabad,2013,48158,Diesel,Manual,First,22,1582,126,5,7
4618,4618,BMW 5 Series,Hyderabad,2013,93000,Diesel,Automatic,First,16,2993,218,5,26
4619,4619,Nissan Micra Diesel,Ahmedabad,2013,71007,Diesel,Manual,First,23,1461,63,5,4
4620,4620,Maruti SX4 ZXI,Pune,2010,63067,Petrol,Manual,Second,15,1586,103,5,3
4621,4621,Tata Manza Aura,Hyderabad,2011,70259,Diesel,Manual,First,21,1248,88,5,3
4622,4622,Audi A4 2.0,Ahmedabad,2015,13000,Diesel,Automatic,First,16,1968,140,5,23
4623,4623,Maruti Swift Ldi,Pune,2009,140000,Diesel,Manual,Second,17,1248,75,5,2
4624,4624,Maruti Swift LDI,Jaipur,2015,130000,Diesel,Manual,First,25,1248,74,5,4
4625,4625,Toyota Corolla Altis,Delhi,2011,89401,Diesel,Manual,First,21,1364,87,5,4
4626,4626,Honda Jazz 1.5,Hyderabad,2015,67000,Diesel,Manual,First,27,1498,98,5,7
4627,4627,BMW 6 Series,Kochi,2010,65329,Petrol,Automatic,First,7,4395,450,4,21
4628,4628,Skoda Fabia 1.2,Jaipur,2010,72000,Petrol,Manual,First,16,1198,73,5,2
4630,4630,Land Rover Freelander,Mumbai,2011,82000,Diesel,Automatic,Second,12,2179,187,5,14
4631,4631,Ford Fiesta 1.6,Pune,2010,85000,Petrol,Manual,First,15,1596,101,5,1
4632,4632,Hyundai Verna SX,Pune,2012,83000,Diesel,Automatic,First,19,1582,126,5,6
4633,4633,Renault KWID 1.0,Jaipur,2016,26000,Petrol,Manual,First,21,999,67,5,3
4634,4634,Tata Indica Vista,Delhi,2012,27000,Diesel,Manual,First,22,1248,88,5,4
4635,4635,Hyundai i20 Active,Kochi,2018,37746,Diesel,Manual,First,21,1396,88,5,8
4636,4636,Maruti SX4 Zxi,Mumbai,2009,63274,Petrol,Manual,Second,15,1586,104,5,2
4637,4637,Renault KWID RXT,Hyderabad,2016,25000,Petrol,Manual,First,25,799,53,5,4
4638,4638,Mahindra Xylo E4,Bangalore,2013,197000,Diesel,Manual,First,11,2498,112,7,4
4639,4639,Hyundai EON D,Bangalore,2013,45010,Petrol,Manual,Second,21,814,55,5,3
4640,4640,Honda Amaze VX,Delhi,2013,75348,Diesel,Manual,First,25,1498,98,5,4
4641,4641,Volkswagen Polo Diesel,Kolkata,2010,90110,Diesel,Manual,First,22,1199,73,5,2
4642,4642,Honda City 1.5,Pune,2011,102013,Petrol,Manual,First,17,1497,118,5,4
4643,4643,Toyota Fortuner 4x2,Pune,2015,36000,Diesel,Automatic,First,12,2982,168,7,22
4644,4644,Honda Amaze E,Kochi,2017,37578,Petrol,Manual,First,18,1198,86,5,6
4645,4645,BMW 1 Series,Pune,2015,46001,Diesel,Automatic,First,20,1995,143,5,16
4646,4646,Maruti Celerio VXI,Hyderabad,2014,46559,Petrol,Automatic,First,23,998,67,5,4
4647,4647,Toyota Innova 2.5,Mumbai,2015,48000,Diesel,Manual,First,12,2494,100,8,12
4648,4648,Jaguar XF 2.2,Pune,2013,46000,Diesel,Automatic,Second,16,2179,187,5,24
4649,4649,Honda WRV i-VTEC,Hyderabad,2017,15000,Petrol,Manual,First,17,1199,88,5,9
4650,4650,BMW X1 sDrive20d,Chennai,2012,85000,Diesel,Automatic,Third,17,1995,184,5,10
4651,4651,Skoda Rapid 1.6,Mumbai,2014,32000,Petrol,Automatic,First,14,1598,103,5,6
4652,4652,Volkswagen Vento 1.6,Kochi,2012,60818,Petrol,Manual,First,16,1598,103,5,4
4653,4653,Ford EcoSport 1.5,Coimbatore,2019,35188,Diesel,Manual,First,22,1498,98,5,11
4654,4654,Mahindra XUV500 W6,Jaipur,2012,110000,Diesel,Manual,First,15,2179,140,7,7
4655,4655,Ford Fiesta Classic,Mumbai,2014,61000,Diesel,Manual,First,18,1388,67,5,3
4656,4656,Hyundai Santro Xing,Pune,2010,75000,Petrol,Manual,Second,17,1086,62,5,2
4657,4657,Mercedes-Benz GL-Class 2007,Delhi,2015,55000,Diesel,Automatic,First,12,2987,224,7,52
4658,4658,Maruti Alto LXi,Pune,2003,69966,Petrol,Manual,First,19,796,46,5,1
4659,4659,Honda City i,Mumbai,2016,42000,Petrol,Manual,First,17,1497,117,5,9
4660,4660,Hyundai Santa Fe,Bangalore,2014,48000,Diesel,Automatic,First,13,2199,194,7,16
4661,4661,Mercedes-Benz GLA Class,Kolkata,2015,35000,Diesel,Automatic,First,17,2143,136,5,21
4662,4662,Toyota Innova 2.5,Chennai,2005,128000,Diesel,Manual,Second,12,2494,102,8,4
4663,4663,BMW 3 Series,Bangalore,2008,78000,Diesel,Automatic,Second,16,1995,181,5,7
4664,4664,Maruti Swift ZXI,Hyderabad,2011,53080,Petrol,Manual,First,18,1197,85,5,4
4665,4665,Volkswagen Vento Petrol,Pune,2011,66000,Petrol,Manual,Second,15,1598,103,5,4
4666,4666,Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,16,1373,93,7,5
4667,4667,Hyundai Grand i10,Coimbatore,2016,36139,Petrol,Automatic,Second,18,1197,82,5,6
4668,4668,Hyundai Creta 1.6,Delhi,2017,44000,Diesel,Manual,First,19,1582,126,5,12
4669,4669,Audi A6 3.0,Ahmedabad,2008,50000,Diesel,Automatic,Second,16,2967,241,5,8
4670,4670,Mahindra XUV500 W8,Delhi,2016,81177,Diesel,Manual,First,16,1997,140,7,11
4671,4671,Ford EcoSport 1.5,Mumbai,2016,26000,Petrol,Automatic,First,16,1499,110,5,8
4672,4672,Hyundai Xcent 1.1,Mumbai,2016,100000,Diesel,Manual,First,24,1120,71,5,4
4673,4673,Volkswagen Vento 1.5,Hyderabad,2014,75000,Diesel,Automatic,First,21,1498,103,5,8
4674,4674,Mercedes-Benz S-Class 280,Kochi,2004,119859,Petrol,Automatic,First,13,2987,210,5,7
4675,4675,Hyundai i10 Magna,Mumbai,2010,55980,Petrol,Manual,First,20,1197,78,5,2
4676,4676,Audi A4 35,Hyderabad,2015,30000,Diesel,Automatic,First,17,1968,174,5,27
4677,4677,Hyundai i20 Sportz,Pune,2012,49700,Diesel,Manual,Second,21,1396,88,5,4
4678,4678,Hyundai Verna 1.4,Chennai,2013,79000,Diesel,Manual,First,23,1396,88,5,6
4679,4679,Honda City 1.5,Delhi,2010,65100,Petrol,Manual,First,17,1497,118,5,3
4680,4680,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25,1248,88,7,8
4681,4681,Maruti Alto LXi,Hyderabad,2011,28619,Petrol,Manual,First,19,796,46,5,2
4682,4682,Maruti Wagon R,Mumbai,2016,9000,Petrol,Automatic,First,20,998,67,5,4
4683,4683,Hyundai Verna 1.6,Kochi,2016,42876,Diesel,Automatic,First,19,1582,126,5,9
4684,4684,Maruti Alto LXi,Bangalore,2011,64000,Petrol,Manual,First,19,796,46,5,2
4685,4685,Volkswagen Vento 1.6,Kochi,2018,20488,Petrol,Manual,Second,16,1598,103,5,8
4686,4686,Maruti Baleno Zeta,Delhi,2016,21000,Petrol,Manual,First,21,1197,83,5,6
4687,4687,Land Rover Freelander,Jaipur,2012,119203,Diesel,Automatic,First,0,2179,115,5,16
4688,4688,Honda CR-V 2.0L,Kochi,2011,55987,Petrol,Automatic,First,13,1997,153,5,8
4689,4689,Toyota Fortuner 2.8,Coimbatore,2017,72668,Diesel,Manual,First,14,2755,174,7,29
4690,4690,Honda City V,Mumbai,2015,32000,Petrol,Automatic,First,15,1497,116,5,8
4691,4691,Mercedes-Benz SLK-Class 55,Bangalore,2014,3000,Petrol,Automatic,Second,12,5461,421,2,90
4692,4692,Honda City i-VTEC,Mumbai,2015,10400,Petrol,Manual,First,17,1497,117,5,7
4693,4693,Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,22,1248,74,5,5
4694,4694,Toyota Corolla Altis,Kochi,2013,55101,Petrol,Automatic,First,14,1794,138,5,8
4695,4695,Toyota Etios Cross,Bangalore,2014,57464,Diesel,Manual,First,23,1364,67,5,6
4696,4696,Maruti Wagon R,Jaipur,2006,110000,Petrol,Manual,First,18,998,67,5,1
4698,4698,Mercedes-Benz E-Class 2015-2017,Mumbai,2014,72000,Petrol,Automatic,First,12,1991,184,5,17
4699,4699,Jaguar XF Aero,Delhi,2012,16000,Diesel,Automatic,First,16,2179,187,5,32
4700,4700,Hyundai i20 Sportz,Kochi,2011,62020,Petrol,Manual,First,17,1197,80,5,3
4701,4701,Land Rover Freelander,Pune,2014,85000,Diesel,Automatic,Second,12,2179,147,5,23
4702,4702,Hyundai Elite i20,Kochi,2018,14223,Petrol,Manual,First,18,1197,81,5,7
4703,4703,Honda Amaze S,Jaipur,2014,41210,Petrol,Manual,First,18,1198,86,5,4
4704,4704,Mercedes-Benz M-Class ML,Bangalore,2015,20000,Diesel,Automatic,First,0,2987,165,5,47
4705,4705,Maruti Alto 800,Coimbatore,2016,18043,Petrol,Manual,First,22,796,47,5,4
4706,4706,Toyota Innova Crysta,Chennai,2016,80000,Diesel,Automatic,First,11,2755,171,7,20
4707,4707,Hyundai Grand i10,Hyderabad,2016,21000,Petrol,Automatic,First,18,1197,82,5,6
4708,4708,BMW X3 xDrive30d,Bangalore,2016,49000,Diesel,Automatic,First,16,2993,258,5,45
4710,4710,Hyundai i20 Magna,Chennai,2010,95000,Petrol,Manual,Second,18,1197,80,5,3
4711,4711,Hyundai Grand i10,Pune,2015,32000,Petrol,Automatic,First,18,1197,82,5,5
4713,4713,Ford Fiesta 1.5,Hyderabad,2014,122800,Diesel,Manual,First,25,1498,89,5,6
4715,4715,Maruti Swift Dzire,Ahmedabad,2015,69000,Diesel,Manual,First,26,1248,74,5,6
4716,4716,Toyota Etios VXD,Pune,2015,65000,Diesel,Manual,Second,23,1364,67,5,5
4717,4717,Hyundai Xcent 1.2,Ahmedabad,2015,23000,Petrol,Manual,First,19,1197,82,5,5
4718,4718,Honda Civic 2006-2010,Ahmedabad,2009,70000,Petrol,Manual,First,13,1799,130,5,4
4719,4719,Toyota Innova 2.5,Chennai,2014,250000,Diesel,Manual,First,12,2494,100,8,11
4720,4720,Hyundai Accent GLE,Delhi,2012,56000,Petrol,Manual,First,13,1495,94,5,2
4721,4721,Maruti Alto 800,Pune,2013,30000,Petrol,Manual,First,22,796,47,5,2
4722,4722,Mercedes-Benz SL-Class SL,Kolkata,2010,35000,Petrol,Automatic,First,8,5461,387,2,30
4723,4723,Ford Ecosport 1.5,Jaipur,2013,92250,Diesel,Manual,Second,22,1498,89,5,6
4724,4724,Hyundai Xcent 1.2,Pune,2018,40000,Petrol,Manual,First,20,1197,81,5,5
4725,4725,Skoda Rapid 1.6,Kochi,2014,96848,Petrol,Automatic,First,14,1598,103,5,5
4726,4726,Audi Q3 2012-2015,Delhi,2016,42000,Diesel,Automatic,First,15,1968,174,5,24
4727,4727,Mahindra XUV500 W8,Kolkata,2013,55886,Diesel,Manual,First,16,2179,140,7,7
4728,4728,Hyundai Verna VTVT,Kochi,2019,12336,Petrol,Manual,First,17,1591,121,5,12
4729,4729,Hyundai Verna Xi,Chennai,2009,60000,Petrol,Manual,Third,13,1599,103,5,2
4730,4730,Ford Ikon 1.6,Pune,2003,83000,Petrol,Manual,Second,14,1597,92,5,1
4731,4731,Nissan Micra Active,Pune,2018,24000,Petrol,Manual,First,19,1198,67,5,4
4732,4732,Honda Brio VX,Pune,2016,32198,Petrol,Automatic,First,16,1198,86,5,5
4733,4733,Toyota Innova 2.5,Hyderabad,2014,92247,Diesel,Manual,First,12,2494,100,7,12
4734,4734,Volkswagen Vento 1.5,Chennai,2011,121311,Diesel,Manual,First,20,1498,108,5,3
4735,4735,Mahindra XUV500 W10,Coimbatore,2016,66296,Diesel,Manual,First,16,2179,140,7,16
4736,4736,Hyundai Xcent 1.2,Mumbai,2015,41000,Petrol,Automatic,First,16,1197,82,5,5
4737,4737,Ford Endeavour 2.2,Kochi,2017,38681,Diesel,Manual,First,13,2198,157,7,24
4738,4738,Chevrolet Spark 1.0,Kochi,2008,43761,Petrol,Manual,First,18,995,62,5,2
4739,4739,Maruti Ertiga SHVS,Hyderabad,2017,17400,Diesel,Manual,First,24,1248,88,7,10
4740,4740,Honda Amaze S,Bangalore,2013,61510,Diesel,Manual,First,25,1498,98,5,5
4741,4741,Honda City i,Delhi,2014,60000,Petrol,Manual,First,17,1497,117,5,6
4742,4742,Mini Cooper Countryman,Bangalore,2014,35165,Diesel,Automatic,Second,23,1998,112,5,22
4743,4743,Toyota Corolla Altis,Kochi,2016,41617,Petrol,Automatic,First,14,1794,138,5,14
4745,4745,Skoda Superb Elegance,Delhi,2014,65000,Petrol,Automatic,First,13,1798,157,5,12
4746,4746,Maruti Wagon R,Delhi,2011,68000,Petrol,Manual,First,18,998,67,5,2
4747,4747,Hyundai i10 Era,Mumbai,2013,49000,Petrol,Manual,First,19,1086,68,5,3
4748,4748,Tata Tiago 1.2,Coimbatore,2019,16698,Petrol,Manual,First,23,1199,84,5,6
4749,4749,Maruti Baleno Zeta,Ahmedabad,2016,30965,Petrol,Manual,First,21,1197,83,5,6
4750,4750,Volkswagen Vento 1.6,Mumbai,2014,56058,Petrol,Manual,First,15,1598,103,5,5
4751,4751,Hyundai Grand i10,Pune,2017,15356,Petrol,Manual,First,18,1197,81,5,5
4752,4752,Ford Figo Diesel,Delhi,2013,54000,Diesel,Manual,First,20,1399,68,5,3
4753,4753,Honda Civic 2010-2013,Pune,2011,47000,Petrol,Automatic,Second,13,1799,130,5,4
4754,4754,Maruti Alto 800,Kochi,2015,21652,Petrol,Manual,First,22,796,47,5,3
